입력 문장,도수,술 종류,맛,tokens
"오늘 스위트한 럼를 마시고 싶어, 도수는 중간로.",중간,럼,달달한,"['ᄋ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆯ', '[UNK]', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', ',', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄅ', '##ᅩ', '.']"
"마실 위스키를 찾고 있어요. 소프트한이고, 중간 도수면 좋겠어요.",중간,위스키,부드러운,"['ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', '[UNK]', '[UNK]', '[UNK]', '.', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄀ', '##ᅩ', ',', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄆ', '##ᅧ', '##ᆫ', '[UNK]', '.']"
"마실 칵테일를 찾고 있어요. 산뜻한이고, 낮은 도수면 좋겠어요.",낮은,칵테일,상큼한,"['ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄅ', '##ᅳ', '##ᆯ', '[UNK]', '[UNK]', '.', '[UNK]', ',', '[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄆ', '##ᅧ', '##ᆫ', '[UNK]', '.']"
나는 낮은 도수의 달콤한 럼을 마시고 싶어.,낮은,럼,달달한,"['ᄂ', '##ᅡ', '##ᄂ', '##ᅳ', '##ᆫ', '[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄃ', '##ᅡ', '##ᆯ', '##ᄏ', '##ᅩ', '##ᆷ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
도수가 높은인 톡 쏘는 보드카를 마셔보고 싶어요.,높은,보드카,신맛,"['ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', '[UNK]', 'ᄐ', '##ᅩ', '##ᆨ', 'ᄊ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅧ', '##ᄇ', '##ᅩ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
톡 쏘는 럼 중에서 도수 중간인 게 궁금해요.,중간,럼,신맛,"['ᄐ', '##ᅩ', '##ᆨ', 'ᄊ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄀ', '##ᅦ', 'ᄀ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.']"
"높은 도수의 달콤한 칵테일, 추천할 만한 거 있어?",높은,칵테일,달달한,"['[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄃ', '##ᅡ', '##ᆯ', '##ᄏ', '##ᅩ', '##ᆷ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', ',', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅡ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᆫ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄀ', '##ᅥ', '[UNK]', '?']"
도수가 낮은인 술을 추천해줘.,낮은,알 수 없음,달달한,"['ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', '[UNK]', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
"중간 도수의 칵테일를 추천해주세요, 쌉쌀한으로!오늘은 중간 도수의 쌉쌀한 칵테일를 마셔야겠어.칵테일를 마시고 싶어요. 쌉쌀한이고 도수는 중간가 좋아요.쌉쌀한 칵테일 한 잔 어때? 도수는 중간로!가볍게 마실 수 있는 중간 도수의 쌉쌀한 칵테일를 찾고 있어요.중간 도수의 칵테일 중에 쌉쌀한인 걸 추천해주세요.친구랑 마실 쌉쌀한 칵테일, 중간 도수로 부탁해요.도수 중간인 쌉쌀한 칵테일를 마셔보고 싶은 기분이에요.쌉쌀한 칵테일가 필요해요. 도수는 중간가 좋겠어요.오늘의 추천 칵테일는 중간 도수의 쌉쌀한 걸로 해주세요.쌉쌀한 칵테일 중에서 도수가 중간인 게 궁금하네요.중간 도수로 마실 만한 쌉쌀한 칵테일, 알려줘.요즘 중간 도수의 쌉쌀한 칵테일에 빠졌어요.도수가 중간이고 쌉쌀한 칵테일, 괜찮을까요?쌉쌀한 칵테일가 끌리는데, 도수는 중간로 골라줘.중간 도수의 쌉쌀한 칵테일 한 잔 생각나네요.칵테일 추천해줘! 쌉쌀한이고 도수는 중간로.",중간,칵테일,쓴맛,"['ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅮ', '##ᄉ', '##ᅦ', '##ᄋ', '##ᅭ', ',', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅳ', '##ᄅ', '##ᅩ', '!', 'ᄋ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄅ', '##ᅳ', '##ᆯ', '[UNK]', '.', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄀ', '##ᅩ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄀ', '##ᅡ', '[UNK]', '.', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', 'ᄒ', '##ᅡ', '##ᆫ', 'ᄌ', '##ᅡ', '##ᆫ', '[UNK]', '?', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄅ', '##ᅩ', '!', 'ᄀ', '##ᅡ', '##ᄇ', '##ᅧ', '##ᆸ', '##ᄀ', '##ᅦ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', 'ᄉ', '##ᅮ', '[UNK]', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄅ', '##ᅳ', '##ᆯ', '[UNK]', '[UNK]', '.', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄀ', '##ᅥ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅮ', '##ᄉ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄎ', '##ᅵ', '##ᆫ', '##ᄀ', '##ᅮ', '##ᄅ', '##ᅡ', '##ᆼ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', ',', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄅ', '##ᅩ', 'ᄇ', '##ᅮ', '##ᄐ', '##ᅡ', '##ᆨ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅧ', '##ᄇ', '##ᅩ', '##ᄀ', '##ᅩ', '[UNK]', 'ᄀ', '##ᅵ', '##ᄇ', '##ᅮ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄋ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄀ', '##ᅡ', 'ᄑ', '##ᅵ', '##ᆯ', '##ᄋ', '##ᅭ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄀ', '##ᅡ', '[UNK]', '.', 'ᄋ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆯ', '##ᄋ', '##ᅴ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄀ', '##ᅥ', '##ᆯ', '##ᄅ', '##ᅩ', 'ᄒ', '##ᅢ', '##ᄌ', '##ᅮ', '##ᄉ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄀ', '##ᅦ', 'ᄀ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅡ', '##ᄂ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄅ', '##ᅩ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᆫ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', ',', 'ᄋ', '##ᅡ', '##ᆯ', '##ᄅ', '##ᅧ', '##ᄌ', '##ᅯ', '.', 'ᄋ', '##ᅭ', '##ᄌ', '##ᅳ', '##ᆷ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄋ', '##ᅦ', '[UNK]', '.', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄀ', '##ᅩ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', ',', '[UNK]', '?', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', '##ᄀ', '##ᅡ', '[UNK]', ',', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄅ', '##ᅩ', 'ᄀ', '##ᅩ', '##ᆯ', '##ᄅ', '##ᅡ', '##ᄌ', '##ᅯ', '.', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', 'ᄒ', '##ᅡ', '##ᆫ', 'ᄌ', '##ᅡ', '##ᆫ', 'ᄉ', '##ᅢ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆨ', '##ᄂ', '##ᅡ', '##ᄂ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '!', 'ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄀ', '##ᅩ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄅ', '##ᅩ', '.']"
쌉쌀한 칵테일 중에서 중간 도수의 것을 추천해줘.,중간,칵테일,쓴맛,"['ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', '[UNK]', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
높은 도수의 술을 찾고 있어.,높은,위스키,알 수 없음,"['[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', '[UNK]', '[UNK]', '.']"
산뜻한 럼 중에서 낮은 도수의 것을 추천해줘.,낮은,럼,상큼한,"['[UNK]', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', '[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', '[UNK]', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
